,date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,year,month,week,weekday,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
10,2007-05-29,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
11,2007-05-29,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
12,2007-05-29,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
13,2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,2,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
14,2007-05-29,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
15,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
16,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
17,2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
18,2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
19,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
20,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
21,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
22,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
23,2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
24,2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,5,22,2,2,88,65,77.0,59,66.0,0.0,12.0,04:21:00,19:17:00,"['BR', 'HZ']",0.0,29.44,30.09,5.8,16,7.4
25,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
26,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
27,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
28,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
29,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
30,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
31,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,9,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
32,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
33,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
34,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
35,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
36,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
37,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
38,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
39,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
40,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,3,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
41,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
42,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
43,2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
44,2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
45,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
46,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,10,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
47,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,2,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
48,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
49,2007-06-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,1,0,2007,6,23,2,1,64,47,56.0,48,51.0,9.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.42,29.1,29.79,5.2,5,7.6
50,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
51,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
52,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
53,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
54,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
55,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
56,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
57,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
58,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
59,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
60,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
61,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
62,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
63,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
64,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
65,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
66,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
67,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
68,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,9,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
69,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
70,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
71,2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
72,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
73,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
74,2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,0,2007,6,23,2,2,63,51,57.0,47,52.0,8.0,0.0,04:17:00,19:23:00,"['RA', 'BR']",0.27,29.16,29.78,6.2,3,8.1
